,name,link,long,la,Property type,Property costs,Total area,Number of units,Year built,Parking spots,Volume rate,Green rating,Developer Company,Property management company,201504,201505,201506,201507,201508,201509,201510,201511,201512,201601,201602,201603,201604,201605,201606,201607,201608,201609,201610,201611,201612,201701,201702,201703,201704,201705,201706,201707,201708,201709,201710,201711,201712,201801,201802,201803
3481,虹桥汇秀苑,https://shanghai.anjuke.com/community/view/6369,31.191229,121.391836,公寓,1,23430,650,1990,120,1,30,上海裕齐房地产开发有限公司,自主物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3482,古北新城(二期),https://shanghai.anjuke.com/community/view/6355,31.18907,121.411452,公寓,0,80000,680,2004,180,1,40,复地（集团）股份有限公司,上海复瑞物业公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3483,盛园(公寓),https://shanghai.anjuke.com/community/view/6317,31.131761,121.378245,公寓,2,56000,420,2006,260,1,36,上海盛帆房地产开发有限公司,上海欣隆物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3484,复地北桥城(西区公寓),https://shanghai.anjuke.com/community/view/6312,31.040466,121.425874,公寓,2,500000,600,2006,400,0,35,上海柏斯置业有限公司,上海复瑞物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3486,春江锦庐,https://shanghai.anjuke.com/community/view/6275,31.137852,121.392934,公寓,1,75000,750,2005,147,1,40,上海银盛房地产有限公司,上海运泰物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3487,好世麒麟园,https://shanghai.anjuke.com/community/view/6273,31.099636,121.436776,别墅,3,54000,235,2009,221,0,45,上海好世置业有限公司,上海实红物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3489,三春汇秀苑,https://shanghai.anjuke.com/community/view/4762,31.098988,121.381261,公寓,1,110000,929,2008,350,1,45,上海盛帆房地产开发有限公司,上海裕明物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3492,白雪公主西区,https://shanghai.anjuke.com/community/view/4676,31.143984000000003,121.362933,公寓,1,120000,1042,2004,250,1,40,上海神州置业发展有限公司,神州物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3493,望族新城,https://shanghai.anjuke.com/community/view/4643,31.15223,121.409603,公寓,1,120000,1500,2003,300,3,40,上海梅苑房地产有限公司,上海望族苑物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3494,东兰雅苑,https://shanghai.anjuke.com/community/view/4632,31.157115,121.38804,公寓,1,70000,583,2003,150,2,40,上海中友房产开发有限公司,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3495,华唐苑,https://shanghai.anjuke.com/community/view/4615,31.107303,121.44062,公寓,0,184000,638,2007,400,1,40,上海华唐实业有限公司,华唐物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3496,汇宝公寓(南区),https://shanghai.anjuke.com/community/view/4582,31.163857,121.35546399999998,公寓,0,89000,588,2000,180,1,31,宝虹集团实业有限公司,漕河泾物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3498,春申城四季苑,https://shanghai.anjuke.com/community/view/4546,31.106431,121.397511,公寓,0,85340,2500,1998,150,1,46,上海春申城发展有限公司,上海紫泰物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3499,富林苑中区,https://shanghai.anjuke.com/community/view/4533,31.123828000000003,121.369917,公寓,1,120000,500,2009,100,1,37,上海富林房地产发展有限公司,上海东湖物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3500,流晶逸彩虹华苑,https://shanghai.anjuke.com/community/view/4493,31.190856,121.388977,公寓,1,100000,1400,1996,300,1,50,上海华纺房地产开发有限公司,上海物业，上海欣江物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3501,康诗丹郡,https://shanghai.anjuke.com/community/view/3944,31.114159,121.409226,公寓,2,380000,300,2002,150,0,43,上海新闵房地产联合发展有限公司,上海东湖物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3503,瑞生花园,https://shanghai.anjuke.com/community/view/1673,31.210803,121.29258,别墅,5,34000,96,2005,1,0,58,上海瑞生置业有限公司,上海东湖物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3504,莲浦府邸(东区公寓),https://shanghai.anjuke.com/community/view/1671,31.144767,121.371832,公寓,1,200000,1882,2004,500,1,36,上海莘闵房地产有限公司,上海莘闵物业发展有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3505,湖山在望花园,https://shanghai.anjuke.com/community/view/1344,31.07430200000001,121.415739,别墅,3,240000,450,2009,500,0,45,上海莘松房地产公司,上海东湖物业管理公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3508,海申花园,https://shanghai.anjuke.com/community/view/1208,31.195687,121.417719,公寓,0,120000,650,1999,123,1,36,上海申化房地产开发经营公司,上海申虹物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3509,春申复地城,https://shanghai.anjuke.com/community/view/1206,31.108709,121.401812,公寓,1,100000,2800,2003,1500,1,37,复地（集团）股份有限公司,上海复瑞物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3510,红叶别墅,https://shanghai.anjuke.com/community/view/1132,31.072723,121.397909,别墅,1,40000,54,2001,250,0,43,上海红叶房地产开发有限公司,业主自管,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3511,天籁园,https://shanghai.anjuke.com/community/view/1120,31.068042,121.418799,别墅,3,100000,360,2004,1,0,50,上海宏巨置业有限公司,仲联量行物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3650,金臣别墅,https://shanghai.anjuke.com/community/view/657205,31.210881,121.278352,别墅,9,44809,89,2015,210,0,43,上海金臣房地产发展有限公司,广东中奥物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3651,恒基旭辉中心,https://shanghai.anjuke.com/community/view/656130,31.217469,121.323562,公寓,3,26354,267,2016,344,1,35,上海旭弘置业有限公司,旭辉物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3652,绿地旭辉E天地,https://shanghai.anjuke.com/community/view/653863,31.214336,121.299257,公寓,4,30000,176,2015,300,2,20,上海绿旭置业有限公司,上海永升物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3657,大上海国际花园马赛园,https://shanghai.anjuke.com/community/view/588273,31.164375,121.384051,公寓,1,42,3200,1994,3200,2,35,上海亚鸿房地产开发有限公司,上海鸿浩物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3661,世博家园九街坊,https://shanghai.anjuke.com/community/view/569170,31.081522,121.507931,公寓,0,70,366,2006,206,1,30,上海世博土地控股有限公司,上海闵行陈行物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3662,世博家园十二街坊,https://shanghai.anjuke.com/community/view/569164,31.080639,121.508299,公寓,1,23000,300,2007,150,1,30,上海世博土地控股有限公司,上海闵行陈行物业有限公司/上海中凯物业有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3667,世博家园五街坊,https://shanghai.anjuke.com/community/view/478671,31.085893,121.509051,公寓,0,650000,890,2006,206,1,30,上海世博土地控股有限公司,上海闵行陈行物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3669,平南四村,https://shanghai.anjuke.com/community/view/452100,31.157885,121.397326,公寓,0,72,530,1996,50,1,35,农工商超市（集团）有限公司,上海和中物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3671,静安新城二区,https://shanghai.anjuke.com/community/view/432231,31.163833,121.390196,公寓,0,40000,6400,1998,165,1,43,上海静安新成置业有限公司,静安新城物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3676,爱博四村,https://shanghai.anjuke.com/community/view/412816,31.218517,121.311147,公寓,1,56879,13500,2011,450,1,30,新长宁房地产开发公司,安必盛物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3679,金铭福邸,https://shanghai.anjuke.com/community/view/394671,31.015152,121.416312,公寓,1,26600,1300,2005,292,1,40,上海闵行房地产发展有限公司,上海鑫铭物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3681,平阳苑,https://shanghai.anjuke.com/community/view/370228,31.139258,121.390852,公寓,0,9663,100,2010,120,1,42,上海恒一房地产开发有限公司,上海恒久物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3683,虹桥晶邸,https://shanghai.anjuke.com/community/view/370145,31.21683,121.299893,公寓,1,60000,150,2010,80,1,40,上海九韵置业有限公司,九韵物业公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3686,紫堤坊,https://shanghai.anjuke.com/community/view/333383,31.212905,121.303567,公寓,0,40000,325,2006,200,1,25,上海五心房地产有限公司,上海诸翟物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3688,友好佳苑,https://shanghai.anjuke.com/community/view/320570,31.007502,121.408127,公寓,1,13502,763,2011,1000,1,35,闵行房地产开发有限公司,上海马桥物业公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3689,金硕河畔景园(东区),https://shanghai.anjuke.com/community/view/317607,31.061021000000004,121.542745,公寓,0,75000,2435,2014,270,2,40,上海金硕置业有限公司,上海六角物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3691,江南御府,https://shanghai.anjuke.com/community/view/314506,31.157546000000004,121.362556,公寓,4,15193,69,2000,69,1,45,上海闵行房地（集团）有限公司,上海莘旺物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3693,虹梅景苑三街坊,https://shanghai.anjuke.com/community/view/311410,31.051659,121.456058,公寓,0,100242,1092,2010,50,1,28,上海景兴房地产开发有限公司,上海和为实业有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3701,龙柏井亭公寓,https://shanghai.anjuke.com/community/view/286401,31.178035,121.37453,公寓,1,22192,278,2010,100,1,38,上海中祥（集团）有限公司,红霞物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3703,浦江花苑,https://shanghai.anjuke.com/community/view/244477,31.007005,121.434287,公寓,1,80000,637,2001,47,1,35,上海市闵行房地产发展总公司,上海鑫格物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3704,浦江丽都(北区),https://shanghai.anjuke.com/community/view/243977,31.060252,121.543394,公寓,1,109580,1574,2008,320,1,25,上海科润房地产开发有限公司,上海枫丹白露物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3707,都市富苑,https://shanghai.anjuke.com/community/view/219075,31.049277000000004,121.426214,公寓,1,85500,736,2011,853,1,40,上海尚金房产开发有限公司,上海宏苑物业管理经营有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3708,万顺水原墅(公寓),https://shanghai.anjuke.com/community/view/218826,31.04904,121.424742,公寓,1,115691,928,2008,1,0,36,上海莘闵荣顺房地产开发有限公司,上海保利皇都物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3709,浦江颐城(一期公寓),https://shanghai.anjuke.com/community/view/210609,31.106251,121.505117,公寓,1,48000,172,2008,450,0,35,上海托博莱特房产有限公司,上海金晨物业经营管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3710,万科城花新园,https://shanghai.anjuke.com/community/view/209566,31.159511,121.341591,公寓,2,16333,1550,2012,1300,1,35,上海万科房地产有限公司,万科物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3712,银泰苑,https://shanghai.anjuke.com/community/view/193448,31.092029,121.429546,公寓,1,240000,804,2008,500,2,45,上海泰飞房地产有限公司,上海工联物业有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3716,翡冷翠园,https://shanghai.anjuke.com/community/view/182289,31.11176,121.492282,别墅,7,180000,366,2015,2,0,39,上海加来房地产开发有限公司,上海尊怡物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3720,林茵湖畔园西区(公寓),https://shanghai.anjuke.com/community/view/176338,31.212923,121.28495,公寓,5,153000,430,2005,429,0,40,上海奥顺置业有限公司,仲量联行物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3721,嘉景苑(公寓),https://shanghai.anjuke.com/community/view/176134,31.165299,121.35496,公寓,1,26480,158,2008,63,1,38,上海爱汇置业有限公司,上海爱汇置业有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3722,吴中路870弄小区,https://shanghai.anjuke.com/community/view/172165,31.185491,121.397489,公寓,0,1200,400,1992,80,1,30,虹桥置业开发有限公司,红霞物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3723,鑫都城宝铭苑,https://shanghai.anjuke.com/community/view/171629,31.06112700000001,121.40642,公寓,1,121856,600,2008,400,1,40,上海颛元置业有限公司,上海天为物业管理服务有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3724,小桥里,https://shanghai.anjuke.com/community/view/148533,31.1764,121.355828,公寓,1,200,180,2008,100,1,35,上海市闵行区直管公房资产管理有限公司,上海市航华物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3727,骏苑,https://shanghai.anjuke.com/community/view/121428,31.044183,121.424447,公寓,0,247521,1558,2014,398,1,26,上海骏苑置业有限公司,上海天为物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3728,水清路539弄小区,https://shanghai.anjuke.com/community/view/119136,31.125425,121.385343,公寓,0,50160,660,2001,100,1,30,上海航天房地产投资发展有限公司,上海浦民物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3729,金领华庭,https://shanghai.anjuke.com/community/view/118677,31.147399,121.413108,公寓,1,17338,156,2008,120,1,35,上海松轩房地产有限公司,上海汰锦物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3730,南方公寓,https://shanghai.anjuke.com/community/view/116797,31.140206,121.403529,公寓,0,89000,1200,1998,200,1,25,新美房产开发有限公司,上海梅苑物业有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3731,东苑新天地(南区),https://shanghai.anjuke.com/community/view/114687,31.124967,121.374791,公寓,1,190000,800,2005,250,1,35,东苑房地产开发有限公司,安必盛物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3732,莘松六村,https://shanghai.anjuke.com/community/view/86804,31.113157,121.374976,公寓,0,5000,1000,1987,500,2,23,上海国融莘闵置业有限公司,上海莘旺物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3733,京润花园,https://shanghai.anjuke.com/community/view/84398,31.175371,121.3559,公寓,0,86000,856,1998,80,1,35,上海京润物业管理有限公司,业主自管,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3735,莘松八村,https://shanghai.anjuke.com/community/view/82625,31.115715,121.37603500000002,公寓,0,30000,800,1990,300,1,40,上海国融莘闵置业有限公司,上海莘旺物业管理公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3738,天鸿公寓,https://shanghai.anjuke.com/community/view/18849,31.184633,121.403258,公寓,1,71000,460,2008,300,1,40,上海天鸿房地产开发有限公司,上海东莲物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3739,金榜雅苑,https://shanghai.anjuke.com/community/view/18664,31.028245,121.41663,公寓,0,80000,660,2006,560,1,40,上海北桥房地产有限公司,上海市银都物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3740,鑫都城柳岸人家,https://shanghai.anjuke.com/community/view/18190,31.059933,121.399086,公寓,1,76000,1050,2007,360,1,40,上海颛元置业有限公司,上海市天为物业公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3742,牡丹新村,https://shanghai.anjuke.com/community/view/16911,31.159725,121.354591,公寓,0,50000,231,1996,34,2,30,上海锦地实业公司,上海锦北物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3743,东苑福邸,https://shanghai.anjuke.com/community/view/16459,31.124997,121.376711,公寓,1,12000,492,2008,120,2,35,上海东苑房地产开发（集团）有限公司,北京永兴达房地产开发有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3744,长寿新村,https://shanghai.anjuke.com/community/view/16442,31.111056,121.386298,公寓,0,6000,620,1994,200,1,40,福隆公司,上海复欣物业管理发展有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3746,鑫都城仁和花苑,https://shanghai.anjuke.com/community/view/16194,31.064292,121.399178,公寓,1,12000,560,2004,100,1,35,上海颛元置业有限公司,上海天为物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3747,莘松一村,https://shanghai.anjuke.com/community/view/15872,31.113756,121.379626,公寓,0,7600,550,1993,39,1,34,上海国融莘闵置业有限公司,莘旺物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3749,报春一村,https://shanghai.anjuke.com/community/view/14341,31.125714,121.383251,公寓,0,2200,200,1994,88,2,40,上物经租,上海仲源物业公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3753,报春三村,https://shanghai.anjuke.com/community/view/12987,31.125907,121.381129,公寓,0,2300,280,1996,30,2,40,上物房屋经租管理有限公司,东慧物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3755,莘松三村,https://shanghai.anjuke.com/community/view/12480,31.11486,121.377891,公寓,0,120000,2400,1989,250,2,32,上海莘旺物业管理有限公司,上海莘旺物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3757,康乐花园,https://shanghai.anjuke.com/community/view/12200,31.012931,121.408589,公寓,1,120000,360,2010,100,1,40,上海浦东明珠房地产发展公司,上海万科物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3759,景舒苑二村,https://shanghai.anjuke.com/community/view/12168,31.081382,121.502693,公寓,0,135000,800,2007,600,1,40,上海浦陈房地产开发经营有限公司,上海闵行陈行物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3760,绿家园,https://shanghai.anjuke.com/community/view/11845,31.019473,121.425943,公寓,0,52300,2000,2000,250,1,41,闵行房地产发展总公司,中合经营公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3761,华夏茗苑,https://shanghai.anjuke.com/community/view/11632,31.156383,121.363507,公寓,1,40000,362,2006,24,1,30,上海闵行房地（集团）有限公司,上海梅陇物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3763,莘南新村,https://shanghai.anjuke.com/community/view/11158,31.108756,121.38414,公寓,0,16000,560,1999,120,1,30,上海银河房地产开发有限公司,上海星隆房产物业公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3765,怡然居,https://shanghai.anjuke.com/community/view/10805,31.178126,121.385034,公寓,2,46600,360,2004,400,1,40,上海明泉房地产开发有限公司,上海东湖物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3769,蔷薇五村,https://shanghai.anjuke.com/community/view/10184,31.119912,121.438184,公寓,0,35000,490,1994,200,2,38,金三角房地产开发有限公司,上海兴华物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3770,仲义苑南楼,https://shanghai.anjuke.com/community/view/9917,31.137213,121.390357,公寓,0,1400,72,2003,30,1,45,恒久·仲义房地产开发有限公司,上海市闵旭物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3771,新申花城水仙苑,https://shanghai.anjuke.com/community/view/9903,31.115236,121.408557,公寓,1,16420,560,1998,89,0,40,上海新闵房地产联合发展有限公司,上海中房物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3772,龙柏五村,https://shanghai.anjuke.com/community/view/9877,31.182033,121.375602,公寓,1,3000,700,1999,400,1,30,上海县房地产总公司,龙柏物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3773,龙柏四季花园,https://shanghai.anjuke.com/community/view/9784,31.183426,121.37266499999998,公寓,1,74000,480,2004,268,2,35,上海中禄房地产开发有限公司,现在金辰物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3776,东方御花园(二期),https://shanghai.anjuke.com/community/view/7149,31.135576,121.394396,公寓,1,100000,450,2001,510,2,43,上海申能航空房地产有限公司,中海物业管理（深圳）有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3777,东苑新天地(北区),https://shanghai.anjuke.com/community/view/7142,31.126443,121.374513,公寓,1,190000,450,2004,250,1,35,上海东苑房地产开发（集团）有限公司,上海安必盛物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3779,黎安三村,https://shanghai.anjuke.com/community/view/7134,31.13680200000001,121.380771,公寓,0,1500,800,1994,86,1,40,上海联农凯泰置业有限公司,烟台江翰置业有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3780,颛溪十村,https://shanghai.anjuke.com/community/view/7131,31.067935,121.399058,公寓,0,120000,300,1995,60,1,30,上海颛桥房地产有限公司,上海市田园物业有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3784,颛溪五村,https://shanghai.anjuke.com/community/view/7107,31.072131,121.403072,公寓,0,82000,1000,2000,150,1,35,上海颛桥房地产有限公司,上海田园物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3786,宝虹公寓,https://shanghai.anjuke.com/community/view/7082,31.186678000000004,121.377269,公寓,1,8600,300,1999,100,1,35,宝虹集团实业有限公司,上海太实物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3791,长岛别墅,https://shanghai.anjuke.com/community/view/7063,31.055718,121.363994,别墅,4,74000,114,2004,300,0,71,上海人济置业发展有限公司,上海普瑞物业公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3792,风荷云墅(公寓),https://shanghai.anjuke.com/community/view/7060,31.147007,121.403378,公寓,1,27000,120,2002,80,1,40,上海华年房地产开发有限公司,上海一叶物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3793,金悦公寓,https://shanghai.anjuke.com/community/view/7056,31.182181,121.373691,公寓,0,11655,130,2001,30,1,38,上海新悦房地产有限公司,莘森物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3794,金汇鸿锦苑,https://shanghai.anjuke.com/community/view/7050,31.184598,121.377355,公寓,1,15000,856,1999,160,1,40,上海宝驹置业有限公司,上海金汇物业有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3796,鸿发家园(南区),https://shanghai.anjuke.com/community/view/7046,31.135594,121.391705,公寓,1,90900,396,2002,296,1,46,上海浙信置业有限公司,上海浙信物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3797,金榜星墅,https://shanghai.anjuke.com/community/view/7040,31.060336,121.416298,别墅,1,60000,321,2002,158,0,37,上海北桥房地产有限公司,上海金榜物业有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3798,碧林湾南苑(西区),https://shanghai.anjuke.com/community/view/7031,31.142547,121.362118,公寓,1,25000,326,2004,185,1,30,上海万兆房地产开发商有限公司,上海万欢物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3801,繁盛苑,https://shanghai.anjuke.com/community/view/7007,31.066874,121.400052,公寓,0,72600,708,2002,150,1,48,上海曹峰置业有限公司,上海田园物业有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3802,银星小区,https://shanghai.anjuke.com/community/view/7004,31.140681,121.379477,公寓,0,7,6888,2004,196,1,30,重庆银星集团有限公司,明星名庭物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3804,莲花新村,https://shanghai.anjuke.com/community/view/6995,31.118339,121.421349,公寓,0,41050,660,1998,40,1,40,万华房产有限公司,上海华胜物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3805,西环公寓,https://shanghai.anjuke.com/community/view/6993,31.118319,121.370696,公寓,0,10379,400,2004,120,1,30,上海盛帆房地产开发有限公司,欣晨物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3806,银厦花园,https://shanghai.anjuke.com/community/view/6989,31.11805,121.380702,公寓,1,1000,224,1998,150,3,25,上海银河实业开发公司,上海东慧庄园物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3808,紫堤苑,https://shanghai.anjuke.com/community/view/6975,31.212274,121.303702,公寓,1,29000,1058,2000,258,1,38,上海沪莘置业发展有限公司,上海诸翟物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3809,申良花园,https://shanghai.anjuke.com/community/view/6970,31.08187,121.406655,公寓,1,8078,369,2007,240,1,45,颛桥房地产开发有限公司,上海爱心物业有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3812,莘梓苑,https://shanghai.anjuke.com/community/view/6959,31.116568,121.395814,公寓,1,56000,400,2002,123,1,38,上海莘梓置业有限公司,上海齐佳物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3814,虹桥紫京苑(公寓),https://shanghai.anjuke.com/community/view/6944,31.191758,121.394236,公寓,1,8000,362,2000,430,2,50,上海市东苑房地产开发有限公司,忆健物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3815,美丽家园,https://shanghai.anjuke.com/community/view/6943,31.099957,121.386992,公寓,1,25000,650,1998,300,1,35,上海闵行公房资产经营公司,上海闵行公房资产经营有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3816,蒲汇新村,https://shanghai.anjuke.com/community/view/6939,31.161768,121.36284,公寓,1,80000,1600,1996,800,1,37,上海闵行协和房地产经营有限公司,无,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3820,电机五村,https://shanghai.anjuke.com/community/view/6912,31.009907,121.409354,公寓,0,43500,432,1999,35,1,30,明东房地产开发有限责任公司,闽行物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
